3.781361665214670438e+19,3.679558983110518374e+19,1.359127543668329677e+19,1.438692410686177280e+18,6.537073152000000000e+09,2.544097063445777613e+19,2.045440172849364992e+19,2.662935248857202688e+18,1.707440402866372608e+18,5.391680116927496192e+18,1.438692410686177280e+18,6.537073152000000000e+09,8.512263991102275584e+18,3.305959005741069107e+19,3.679615278105860506e+19,9.536597390938393805e+19
-3.978298711302838682e+19,-3.871023759827245466e+19,-1.429056483194883277e+19,-1.513126873985449984e+18,-6.405906432000000000e+09,-2.676493436690471322e+19,-2.151484331008825754e+19,-2.801826107433680896e+18,-1.795449574161121280e+18,-5.671301866789535744e+18,-1.513126873985449984e+18,-6.405906432000000000e+09,-8.956081309898244096e+18,-3.475093141102316749e+19,-3.871023759827245466e+19,-1.003041709007956869e+20
2.393430380360237056e+18,2.328419831222632448e+18,8.605961348364369920e+17,9.108110370353971200e+16,-9.129433600000000000e+07,1.610951935337168896e+18,1.294024855456317440e+18,1.683234620021145600e+17,1.080517993902899200e+17,3.414407603415941120e+17,9.108110370353971200e+16,-9.129433600000000000e+07,5.384097128828108800e+17,2.091961334454288384e+18,2.328419831222632448e+18,6.034823500676464640e+18
5.693780672702474753e+24,-3.713110526951857439e+23,9.484416523927858100e+23,-9.020520001718828453e+22,6.893134210400256000e+15,8.598857516239338938e+23,1.979467072160560069e+24,2.243813310250054257e+23,2.070531054583492379e+22,-1.135357556132094589e+23,-9.020520001718828453e+22,6.893134210400256000e+15,-1.326446855574095059e+24,1.459563460726377763e+24,9.300095504221847654e+24,1.042894724635033600e+16
-1.194806497233171147e+26,-8.785575459753427019e+25,3.396997435964131865e+25,9.247317495929519640e+23,3.193373124481515520e+17,1.295413010269334933e+26,-1.367161990278909708e+25,-3.169710087023411440e+24,7.501663625479168517e+24,8.190033856548760214e+24,9.247317495929519640e+23,3.193373124481515520e+17,-5.169949057702096919e+24,-2.813479247608483255e+24,6.688675031313826417e+25,3.459092443163525120e+17
-1.145494084517888000e+15,1.933305440108544000e+15,-8.197696703692800000e+14,5.898543248179200000e+13,-3.349516250000000000e+05,9.851796822425600000e+13,-3.235463288586240000e+14,-6.977090905702400000e+13,7.704095490048000000e+12,-7.426703097856000000e+13,5.898543248179200000e+13,-3.349516250000000000e+05,-3.915863954554880000e+14,-1.701526993108992000e+15,1.933305440108544000e+15,2.667069000000000000e+06
1.304768114851840000e+15,-9.121307945861120000e+14,-3.169307907325952000e+15,3.963347166822400000e+14,1.556018400000000000e+07,3.114504124628992000e+15,-3.823517325852672000e+15,-3.207218845450240000e+14,-3.246480215244800000e+14,-7.760501245214720000e+14,3.963347166822400000e+14,1.556018400000000000e+07,4.777597066018816000e+15,-4.058746191872000000e+13,-9.121307945861120000e+14,6.803269000000000000e+06
-2.450299458211020800e+16,-2.841351076551065600e+16,4.442439293075456000e+15,1.077222894993408000e+15,-3.547574000000000000e+06,1.358061787047526400e+16,-5.167292333686784000e+15,-1.621136664166400000e+13,1.220251748401152000e+15,1.662517415772160000e+15,1.077222894993408000e+15,-3.547574000000000000e+06,-5.386902601465856000e+15,-1.135847051100160000e+16,-2.841351076551065600e+16,-3.448770400000000000e+07
7.409892327424000000e+15,-3.819754934501376000e+15,5.098126180352000000e+15,-4.592860858941440000e+14,2.094583400000000000e+07,1.000596812962201600e+16,-2.084983283908608000e+15,-6.642644738375680000e+14,1.650813629890560000e+14,-3.029299489669120000e+15,-4.592860858941440000e+14,2.094583400000000000e+07,6.722023250198528000e+15,1.077633064370176000e+15,-3.819754934501376000e+15,-9.997063000000000000e+06
2.013021106864128000e+15,2.690238665195520000e+15,1.485491748732928000e+15,-2.638857434562560000e+14,-2.512768750000000000e+06,5.523877698469888000e+15,1.058331481341952000e+15,-6.445806806630400000e+13,4.097396441088000000e+12,-4.182884755701760000e+14,-2.638857434562560000e+14,-2.512768750000000000e+06,2.999798433054720000e+14,-8.936924999843840000e+14,-6.316960589545472000e+15,-2.985858500000000000e+06
-5.693780672702474753e+24,3.713110526951857439e+23,-9.484416523927858100e+23,9.020520001718828453e+22,-6.893134210400256000e+15,-8.598857516239338938e+23,-1.979467072160560069e+24,-2.243813310250054257e+23,-2.070531054583492379e+22,1.135357556132094589e+23,9.020520001718828453e+22,-6.893134210400256000e+15,1.326446855574095059e+24,-1.459563460726377763e+24,-9.300095504221847654e+24,-1.042894724635033600e+16
1.194806497233171147e+26,8.785575459753427019e+25,-3.396997435964131865e+25,-9.247317495929519640e+23,-3.193373124481515520e+17,-1.295413010269334933e+26,1.367161990278909708e+25,3.169710087023411440e+24,-7.501663625479168517e+24,-8.190033856548760214e+24,-9.247317495929519640e+23,-3.193373124481515520e+17,5.169949057702096919e+24,2.813479247608483255e+24,-6.688675031313826417e+25,-3.459092443163525120e+17
1.829399980670976000e+15,1.826622747443200000e+15,8.680751675473920000e+14,9.992251480473600000e+13,-1.658293750000000000e+05,-1.138192103243776000e+15,2.041322793861120000e+15,-1.665786078822400000e+13,-6.807201041612800000e+13,3.621201683415040000e+14,9.992251480473600000e+13,-1.658293750000000000e+05,1.413447103283200000e+13,6.554495903334400000e+13,1.826622747443200000e+15,-1.446924125000000000e+06
-5.345016335564800000e+14,1.136498007080960000e+14,-8.541428305100800000e+13,-4.314792984576000000e+12,-3.771142500000000000e+05,-3.245674573332480000e+14,-4.458908882042880000e+14,2.334133112012800000e+13,-3.756747325440000000e+11,-6.040763288780800000e+13,-4.314792984576000000e+12,-3.771142500000000000e+05,3.701446436454400000e+13,6.789949365944320000e+14,1.136498007080960000e+14,-5.939843125000000000e+05
1.062727917240320000e+14,3.839985304207360000e+14,1.236939843829760000e+14,-2.448948409139200000e+13,9.257564375000000000e+05,-4.956821756313600000e+13,-4.985265177231360000e+14,6.251430595788800000e+13,-1.839910302515200000e+13,2.220546745958400000e+14,-2.448948409139200000e+13,9.257564375000000000e+05,1.806588067184640000e+14,1.947523392471040000e+14,3.839985304207360000e+14,2.699987187500000000e+05
8.025981897932800000e+14,3.262383338291200000e+14,4.349808659660800000e+13,1.609269300428800000e+13,-2.218484375000000000e+05,2.445285942886400000e+14,2.222975751290880000e+14,-3.869848161484800000e+13,-1.524042563584000000e+12,4.000725965209600000e+13,1.609269300428800000e+13,-2.218484375000000000e+05,2.994722989670400000e+13,-4.796774497648640000e+14,-7.996615730135040000e+14,1.294778125000000000e+05
